series,origin,run_id,alert_id,notification_id,record_index,attempt,outcome,mode,latency_mode,talert_notification_ms,witness_multiplicity,payload_bytes,first_delivery,eligible_primary
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,5f983f36-ef1f-5a7f-9759-9a5d1b0fe072,57fd7e00674c996a,7,1,delivered,live,live,37.144287109375,1,1074,False,True
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,540c2d5c-beb4-56e5-ad78-db4c64bcb31d,098777059020fd60,8,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,27e9423f-d05c-573f-986e-232df4f11972,f39476523a2143b8,9,1,delivered,live,live,38.7197265625,1,1064,False,True
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,a1571c8f-ead5-5d81-9300-8b1a4399815c,aabe368565ccffa0,10,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,e28b2b18-b7f8-59b0-ae4d-9e10d31c339a,f2ae0f40f23b5c67,11,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,ccc428e2-bca1-5e92-b995-b755a722d1f3,4a9db82d94e53d80,12,1,delivered,live,live,42.275634765625,1,1071,False,True
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,cce8a50e-9aee-5c48-b3a3-703df9b83e0c,3e0d11ac60a38172,13,1,delivered,live,live,45.472900390625,1,1065,False,True
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,a442621a-4aa1-5e87-af33-4f20a654a4de,dc28aa89921c2fcf,14,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,f4c794de-dc8b-56a5-ab27-554b40f3b507,b2f7639c76a363b0,15,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,e810c8b1-a1e8-50dc-ae7a-997969f92174,ecd337f0c23d21e5,16,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,f212db53-2cf5-5d90-a116-44db36d3af0b,3c3e641880f85d2b,17,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,008a6965-e7f8-5d43-9e3d-420bd07a064b,4ee70ec2b7096eef,18,1,delivered,live,live,48.982421875,1,1075,False,True
primary,dbe,control_internet_subject_v03_c02_20260809T064613Z,df21f87e-7d63-57af-8c1d-817cd1571643,5efd6f1dc8cf06a9,19,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,07cb402b-9b22-579f-b449-14a9c77bd9a8,15e706a3cf1688f8,0,1,delivered,live,live,45.19580078125,1,1068,True,True
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,b4b2a0f9-ce8a-5868-b92b-83046dcbe28f,49e50d1ce948e243,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,e1ba8088-8eef-5d64-8299-292667a3be19,7488048e1a4bad95,2,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,382d72f9-af71-5b05-819a-d29bcfbea4b0,9d6a56f573fcd088,3,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,3c5bb036-0db6-58e6-8983-dc14af11c03e,1fd22b25b7ef3ec9,4,1,delivered,live,live,47.8466796875,1,1066,False,True
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,86cc89c7-31ff-5cfb-aa0a-7a9c5ffe190f,308c2c2c0a4abf31,5,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,fc62a0a7-efc8-5fce-a5b2-eeca825380f8,324dcea0b1d9261b,6,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,70bababe-9902-5ab9-9ae6-2747e686b819,f7bc26c3520d6891,7,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,b25f8520-9f51-53f6-830f-ca8245edb525,061669c8d6b04827,8,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,08e86be7-bf69-508d-a13d-7684eb6cef89,2c1cf18d42bba50d,9,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,253f53ab-d3eb-5885-a1b5-70c082a2f1b3,e4e3458f7e87d666,10,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,f14ffc03-7369-5e2c-b06d-58ed1b678d04,321a8c67c4129d74,11,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,f4f5d16e-927c-563d-a99c-fa87ff61f6ae,bc7e0ee21a15c6d2,12,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,abcb390d-903e-52da-a0f6-c5721c50b716,7f6ecc1dc8563f2a,13,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c01_20260809T064614Z,43dc27b9-53f1-5f92-b755-2e8032169fed,19dd6de7b4919d86,14,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c02_20260809T064615Z,5c39b79a-a6c8-543e-9380-057b8a7b516d,794064687e5ea37c,0,1,delivered,live,live,30.246826171875,1,1068,True,True
primary,dbe,control_internet_subject_v04_c02_20260809T064615Z,5bcfcac4-2ea9-5a10-b5cc-b82338b5aaff,26cfd1ad7f6d4153,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c02_20260809T064615Z,e3d47fec-8fb4-5915-93ae-32eb71eefda1,6bcf673e967e364e,2,1,delivered,live,live,32.1943359375,1,1067,False,True
primary,dbe,control_internet_subject_v04_c02_20260809T064615Z,4b9d79b8-4373-5b89-b829-6a1f8d2d5393,3c066bfbb234e8be,3,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c02_20260809T064615Z,8b5354a6-ce48-5dd5-9cab-8888cbbf1776,f05ded0b03d7bee8,4,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v04_c03_20260809T064616Z,f906d354-8ab4-5fd0-80ab-3b2b8d7c36be,ff2e87f2c9c3b6a0,0,1,delivered,live,live,42.573486328125,1,1065,True,True
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,67904e63-36c0-54fc-9a44-bcb2658de0bc,6e5d4919b6e43e2d,0,1,delivered,live,live,31.1904296875,1,1069,True,True
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,c49d4b4b-b71b-57aa-bc1e-fa8ef7f8a2b9,0a6d039533940a0b,1,1,delivered,live,live,33.60302734375,1,1065,False,True
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,0d38264e-91f9-5219-8c1f-43a7b886bd4e,e3ace86288b1c97e,2,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,50c1b840-1ae6-5ba3-8650-2638ffbea332,7b31c6c3f4e450d6,3,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,70255af5-2229-51c4-9132-d07c10bbba12,6d93983096a6dc5a,4,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,eb8b217d-3b46-534d-a562-32e07c65414f,5651a2c9ec24a484,5,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,3de0a339-09d6-5fa0-a0f1-3a5ca3ed1fc5,3a11394ea837edf6,6,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,dc2c7357-dfbc-58db-80de-2deea122f14b,dc4d4bb4e7362ad4,7,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,20f57a71-0420-53e6-abd0-168505eb4354,293e4f3a1787e6dc,8,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,2b13b153-1f1d-58aa-bd94-ec3028ebb0ab,8ab542595d5a6612,9,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,66da4ee2-dbdc-516b-9b78-8face011a170,45fe9e1f718828bb,10,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,ff647f88-7d8a-59ed-9f94-488b8d474464,e6d49ad0df8994ec,11,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,5176baec-1507-58e4-b684-40f1c9ad7e54,8c778abc75e28ec5,12,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,52652589-ff3f-5ae4-a895-5843ecd875e9,81b370f3969069fc,13,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,cc4a093a-b0df-5c51-9d8e-8bd53dbe5095,397904e60a375e5b,14,1,delivered,live,live,37.513916015625,1,1069,False,True
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,54653eef-7410-5019-af8f-49375e82de15,c6954b3ef55c6cb7,15,1,delivered,live,live,39.25341796875,1,1065,False,True
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,7d17a1cc-1d2a-5e49-ba1d-389f2198346b,90e3b67706f7e146,16,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,75fbb562-6ee1-5aff-ae37-ad544d4dea83,bcbbb630efb7e7fb,17,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,c9042e81-e079-5b58-b281-adf1d710dd1e,31443f04ec74a725,18,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,f17e4aa8-70a2-530a-9643-fc5b14a3d9e3,4153fc7e9a939cc8,19,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,cd12807e-dce8-56b8-a932-aca98f892b66,f42eebc61fc3a6f6,20,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,8025c2f1-fdde-5e38-9e5a-af4fc9b24d12,e71f2d6dab32f991,21,1,delivered,live,live,42.916015625,1,1067,False,True
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,56f31489-1e46-5022-85c4-55d06daad028,e382ef1d5e5f69ce,22,1,delivered,live,live,44.967529296875,1,1072,False,True
primary,dbe,control_internet_subject_v05_c01_20260809T064618Z,67441b4a-6f9f-57b9-8963-b8a26efebcd4,e02ef20947e67c9f,23,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,bc0634c9-5984-50e1-a4d8-c0a0c137beec,06f51ea0d5f594a4,0,1,delivered,live,live,47.17822265625,1,1062,True,True
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,1cb5185a-7f5f-5488-9a02-8debb9dd52f9,8c2ee5327c1ec4d0,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,b54f72b6-0f01-5b68-81cf-8bc97e54cc94,defd253e54cb016f,2,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,7c6dd712-9ea4-5e7a-8d0c-41972a644cd1,a35ed0a3a7ae8c71,3,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,03876e85-bd63-5bf6-a063-987b426b8991,8eda3abedc902a61,4,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,d35ff41b-32dd-5b66-933b-795f4628456f,e8712c06c6391c41,5,1,delivered,live,live,49.415283203125,1,1074,False,True
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,492deff3-a90a-590c-9265-0dd675280693,167207a9d4efda3d,6,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,3edf7114-5587-5c36-ad16-f36762718946,5c4cc630bf8ddee1,7,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,45b8c12b-122e-5289-ae13-f2a89361acc5,0c751de92770b938,8,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,2328f55d-33bd-589a-abd1-86bb3cd65ed9,7157ce59558bbfee,9,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,5c56b34e-8124-5764-b301-5b3e9e927e99,0b5c520eeb385784,10,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,68fa1afb-3dd0-5761-9dbf-8ab5a113dc40,bbcc7830dec5d803,11,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,9a15b010-5a8c-55e9-ac3c-a09aa14de085,a3264d1ec0bbbed5,12,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,0a8a1a1e-a4db-5448-b36d-3011b4bbc473,6477b82647e42900,13,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,a74f8880-4dc8-5e93-b8bd-a1832d0aa331,8301e992435a6658,14,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,d818e48c-a991-5406-89f1-babc5282b3b6,2f6e68dbafcacbf2,15,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,1e23ce33-cdcc-5248-aa9f-cec813535c69,e09f18868152a4f9,16,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,b74c8b76-c762-5221-a578-003013c80078,7068a1a080f7dbdf,17,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,493f4d23-b5fb-5cb7-a7ca-a4a760203db0,ff368692a16f28f2,18,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,083e0319-5732-59b5-88dd-435617325528,fc6306c9d3fdc7ee,19,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,22398aab-73ef-5465-87ae-68f0f5fb1d49,2641405b904c5538,20,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,1b489de2-f4c3-5d88-be9e-0b77fe5a9e5b,8eec784caa33ec36,21,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,f3ae05b6-b21c-5f17-a12b-b3ea3ce1c7ff,7b58e665c75d667a,22,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,2bebfe1d-c27c-5190-8913-12a2c9b29a22,79cd00b2f5b1e5b5,23,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,6dae55d4-c6c6-5f86-918a-000baead820c,7e69935307c4d878,24,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,fee3060f-dda1-53fc-b6e8-3161f11ad8f5,841e24ed706fdc30,25,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,9c3da96d-79e7-5e52-9e15-480121bdea54,489f70485dab51af,26,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,ece6b524-d72e-5caa-a7d9-fd102506a10d,456314aaf9552a04,27,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,d3474439-b720-5d11-9645-e76176313f40,efe0a197e7d0019d,28,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,25874b07-4337-52ec-92c0-5c55b7d62eee,757a38aafbf26fd0,29,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,f25b440d-6001-5415-a5f8-b3a1fb7e51c7,ef1133413a3100e9,30,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,53a906e8-6601-55c3-95e7-adbe15178ab2,721f6abb4051924c,31,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,3d7ffd3b-dc7d-5b54-a774-a9b08b4da842,f237a7b4f26c6f00,32,1,delivered,live,live,56.01904296875,1,1067,False,True
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,60404f7b-3208-5907-8d9e-3730630e0d9c,4b4aba7b7f6fac9c,33,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,c332b1a1-e145-5698-bc02-40e4c56c3360,85fbf2b86e6ab628,34,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,044de7fd-cb03-5026-ab71-623614f199bc,95a95460944c7006,35,1,delivered,live,live,58.167236328125,1,1071,False,True
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,9a3c65ab-34d6-589b-bee2-95d99b25e908,1f9e03d5649de9d5,36,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,e6ef031b-c89f-5dc3-85ad-fe30555759af,7059835a731297c4,37,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,2c85139c-9225-5e88-9fc8-9450618999f5,5b054c92b1808772,38,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,85668c62-4581-5029-9915-877a8f530217,890489561843d10e,39,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,36a11743-873f-552f-9dad-d2f11379c17a,22697b426037d36c,40,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,1b74c9ba-2066-5fcd-a0a7-a03dea4e95d4,9b0990cf516488b4,41,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,ba9a758b-bd4a-5de1-835a-740fbd2d56c4,a7d314c4ff33e42b,42,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,e95dc1c2-33ad-56e6-b896-0ff7856c8215,31f07b5527a6ed77,43,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,873219f0-3420-562e-9f86-6d06cdb32a1c,fa3e3016431ef2c0,44,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,3ca43797-7552-59bd-bc9e-070428e1350c,cc316fed5cc8e3fa,45,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,721a0a59-d55d-52da-8122-deca7b4a05c6,d4a022a1f93a3d7f,46,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,bd194b77-ab62-5b34-8782-4161cce34a45,2c766f25f3b87bf1,47,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,f988b188-09e8-537a-a5a0-00c20dac0d68,7812920cd1341ad9,48,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,e57a6ef7-165e-5059-8492-669b0aa5d53f,f2627bdcca51a776,49,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,ac5bf2ac-efd6-5b02-872a-8be4a68c7f04,2760d4834c4ef72b,50,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,def1f0f3-b0e2-59b3-b880-e9ebc1e6ab0f,7f38a706bff22db4,51,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,bb41fae3-a21a-5152-990b-fa79aaf1f328,fe96eb6e6ac52343,52,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,ced0c302-8e15-57c2-b487-6a643125c3b2,d7916e341aacb27b,53,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,10f6c850-e210-5333-a3d5-1f477bbafae3,fdf7dcddeb64e3ce,54,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,56a1af58-0166-54ea-b5b2-d7d995d58082,1a2244cab152eb20,55,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,74469f1d-55df-572b-92cc-f51b6d018795,a32b8e52090268ee,56,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,4b0c3191-20e9-56a4-8a57-b01f2ddf4164,83a28d2eaaaf3a51,57,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,3ce9e2bb-5c1a-5eac-ab14-d2f84c331234,98b6379498b3565f,58,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,d756cc71-1dd7-557b-8c07-a3bf4e698ab1,8fb80371cca08236,59,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,e4f64bff-2c94-51b7-b7e9-cb0ddd21420a,6a09e9c3382edd09,60,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,96657fec-33bc-5513-886d-c72bc06a32da,fb947a9467ef0b30,61,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,5d191a3e-e37f-53ed-99d1-0777e54eece6,3dd8464ddf0cd4e5,62,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,4086491b-4210-50f1-b792-b1adf45600d0,e21108190c9d47fa,63,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,8d42691c-f40b-541e-bddf-de3bf86d0990,a85a78d6c281fb02,64,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,3f1b7ffc-2cec-56a2-abee-6c6b85e8c13b,42a5058639967351,65,1,delivered,live,live,64.5341796875,1,1071,False,True
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,cc46b931-dd01-58ec-ba10-626317d895d1,09799eb0b9d741ae,66,1,delivered,live,live,65.76953125,1,1068,False,True
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,0e63ba11-d230-5b71-95e4-8935e7b92abd,7513872f685a6cbd,67,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,31672a96-145f-5779-93fa-9eee1a380d05,c85f5c5c75d733cb,68,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,b4c582e1-d9f4-5f68-a03d-b78148331461,e314c7af94156c1d,69,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,68435eba-a58a-5a5e-a023-8c6e0dfdb2c6,7aaf82a78bd50b69,70,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,b83333a1-1e94-5ddf-b078-dd29554cd002,7278f2a1858ffb74,71,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,e04fa2c7-185d-5959-bc03-1a3a9e960d95,c690c1b85f1f2b62,72,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,12778cb5-7b8c-5e61-b61a-764653c0df85,0b9173fab2dd870e,73,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,135a84a3-77e6-5f12-90c3-bf8891a41b4f,de458775580a35bf,74,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,b0b3aea3-53fe-5195-b050-002ef81c94a0,89414757ff92fbe2,75,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,f4f7e8a2-aa31-5fea-b3a6-04931840b436,02123b66c99fa9ec,76,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,d175a3c9-6690-5191-aaae-1deebc3f3105,797409c2ff04c0bb,77,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,2cda2acd-8ef5-50f3-9cfb-8d5ac9ea56e4,e17a190b7832631c,78,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,9faf428f-0302-5b64-8573-fb5b1e945c8c,2fde3973cbe64712,79,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,474885a3-d82b-5296-89c5-287200ce951d,9b4ec12866963476,80,1,delivered,live,live,69.3134765625,1,1073,False,True
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,5c692d71-2d4a-549d-952c-ec82ba468367,21c77576f699d8ab,81,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,874364d6-48fe-55fa-b0dc-23309a10261d,88ac54a02303df64,82,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,f8a0e6fd-3485-5517-b3ed-45c95bd845ac,26089512bd1693f5,83,1,delivered,live,live,71.084716796875,1,1070,False,True
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,c6ecc1e9-4395-5bb7-b767-9ed26b24224c,3ced14ca2ccf1a5d,84,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,f46fa560-6725-5838-a10d-5a94712e1625,c5d295be5bbab690,85,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,26a14bdc-aeb2-52f2-8c22-7c20015541c0,4404bccc5c54eab5,86,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,7424ea04-27dc-5364-8294-b82a79b9cd55,7f75b40874db0518,87,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_internet_subject_v06_c01_20260809T064629Z,dcfda69a-bfd9-507d-991d-23c45f79ff19,c42efd6858ee4e43,88,0,suppressed_cooldown,live,,,0,,False,False
